,v1,v2
824,ham,Have a good evening! Ttyl
247,ham,Kallis wont bat in 2nd innings.
1005,ham,Give me a sec to think think about it
4711,ham,Thats cool princess! I will cover your face in hot sticky cum :)
368,ham,Wat uniform? In where get?
4638,ham,Of course. I guess god's just got me on hold right now.
5059,ham,I think i am disturbing her da
61,ham,Ha ha ha good joke. Girls are situation seekers.
2254,ham,Ok. Me watching tv too.
1495,ham,Hey gals.. Anyone of u going down to e driving centre tmr?
4970,ham,Hey come online! Use msn... We are all there
4842,ham,I need details about that online job.
759,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
3397,ham,It only does simple arithmetic not percentages.
4280,ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
1169,ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
1010,ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
156,ham,I'm leaving my house now...
769,ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
3504,ham,"life alle mone,eppolum oru pole allalo"
4505,ham,When are you guys leaving?
1279,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
4372,ham,Me fine..absolutly fine
706,ham,So when do you wanna gym harri
2329,ham,Am surfing online store. For offers do you want to buy any thing.
261,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
3456,ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
1427,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
3281,ham,Hey you around? I've got enough for a half + the ten I owe you
1338,ham,Aight sorry I take ten years to shower. What's the plan?
677,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
4394,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
1438,ham,"Arms fine, how's Cardiff and uni? "
4261,ham,You'll never believe this but i have actually got off at taunton. Wow
3049,ham,Ok
355,ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
4303,ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
380,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
2355,ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
4298,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
3914,ham,Ard 530 lor. I ok then message Ì_ lor.
997,ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
1352,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
4421,ham,MMM ... Fuck .... Merry Christmas to me
1804,ham,The bus leaves at  &lt;#&gt; 
2278,ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
4863,ham,Sorry da..today i wont come to play..i have driving clas..
3319,ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
3599,ham,I know you mood off today
2899,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
4845,ham,Pls help me tell Ashley that i cant find her number oh
2747,ham,Ya had just now.onion roast.
2313,ham,So what do you guys do.
4725,ham,Jason says it's cool if we pick some up from his place in like an hour
2925,ham,Im done. Just studyn in library
3621,ham,Goin to workout lor... Muz lose e fats... 
2390,ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
617,ham,For my family happiness..
3351,ham,Call him and say you not coming today ok and tell them not to fool me like this ok
4972,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
3513,ham,I always chat with you. In fact i need money can you raise me?
3543,ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
4687,ham,Hmmm.but you should give it on one day..
1734,ham,"I think we're going to finn's now, come"
1811,ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
3375,ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
283,ham,Okie...
215,ham,Finally the match heading towards draw as your prediction.
4426,ham,So what did the bank say about the money?
5316,ham,Jus finish watching tv... U?
4190,ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
1173,ham,ÌÏ dun need to pick ur gf?
1765,ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
174,ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
3807,ham,Mm you ask him to come its enough :-)
3271,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
4700,ham,I liked the new mobile
947,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
2446,ham,"Sorry, I'll call later"
268,ham,The evo. I just had to download flash. Jealous?
4825,ham,"Haha, just what I was thinkin"
5331,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
4499,ham,Nvm take ur time.
1093,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
4961,ham,Yup ok...
2507,ham,Yup...
1466,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
4971,ham,I'm fine. Hope you are good. Do take care.
1332,ham,It's ok lar. U sleep early too... Nite...
3163,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
3283,ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
952,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
4768,ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
4076,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
612,ham,I have many dependents
4413,ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
3096,ham,"Yo, you at jp and hungry like a mofo?"
968,ham,Are you willing to go for aptitude class.
5090,ham,"St andre, virgil's cream"
3942,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
4398,ham,Yes just finished watching days of our lives. I love it.
461,ham,Great. Never been better. Each day gives even more reasons to thank God
5298,ham,I.ll hand her my phone to chat wit u
3306,ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
4523,ham,I've sent Ì_ my part..
5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
5101,ham,Nope thats fine. I might have a nap tho! 
5236,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
3102,ham,"U so lousy, run already come back then half dead... Hee..."
3104,ham,Or remind me in a few hrs.
1950,ham,Oh ic. I thought you meant mary jane.
27,ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
4643,ham,Did u got that persons story
1250,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
3391,ham,What r u cooking me for dinner?
2632,ham,I WILL CAL YOU SIR. In meeting
2135,ham,"Carlos took a while (again), we leave in a minute"
1663,ham,S but mostly not like that.
5494,ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
5486,ham,Ofcourse I also upload some songs
2840,ham,Ok thanx...
3631,ham,Oooh I got plenty of those!
245,ham,Too late. I said i have the website. I didn't i have or dont have the slippers
2399,ham,Oh... Kay... On sat right?
4664,ham,Ok set let u noe e details later...
1987,ham,No calls..messages..missed calls
2568,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
1913,ham,You want to go? 
3688,ham,You still coming tonight?
4881,ham,As usual u can call me ard 10 smth.
1835,ham,* Will be september by then!
3274,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
4883,ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
5402,ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
1973,ham,I had askd u a question some hours before. Its answer
3129,ham,Ok. But i finish at 6.
4425,ham,Was it something u ate?
5503,ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
2178,ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
3349,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
481,ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
2253,ham,Lol enjoy role playing much?
4251,ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
3705,ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
1557,ham,Wat r u doing?
3478,ham,Be sure to check your yahoo email. We sent photos yesterday
369,ham,"Cool, text me when you're ready"
3485,ham,"Yeah, probably earlier than that"
310,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
4773,ham,U repeat e instructions again. Wat's e road name of ur house?
210,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
64,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
1855,ham,K.:)you are the only girl waiting in reception ah?
2730,ham,I havent lei.. Next mon can?
4962,ham,I want to see your pretty pussy...
3098,ham,Ok... I din get ur msg...
3249,ham,"Babe, I need your advice"
5197,ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..
361,ham,Oh ok no prob..
89,ham,"Ela kano.,il download, come wen ur free.."
3969,ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place "
2941,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
3066,ham,Ok. So april. Cant wait
3896,ham,No. Thank you. You've been wonderful
2425,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
2675,ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
1081,ham,Can u get pic msgs to your phone?
535,ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
1375,ham,We're finally ready fyi
69,ham,I plane to give on this month end.
4243,ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
4117,ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
1995,ham,Shall i come to get pickle
5498,ham,Why did I wake up on my own &gt;:(
1590,ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
1233,ham,Lol ok. I'll snatch her purse too.
2038,ham,Hey are we going for the lo lesson or gym? 
1103,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
5309,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
3023,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
5221,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
5440,ham,Thank you. do you generally date the brothas?
3533,ham,Good evening! How are you?
1489,ham,Ok i juz receive..
128,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
731,ham,No he didn't. Spring is coming early yay!
1808,ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
3329,ham,Send me yetty's number pls.
5531,ham,Compliments to you. Was away from the system. How your side.
4864,ham,I'm really sorry I lit your hair on fire
2607,ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
2715,ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
572,ham,Can you open the door?
1015,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
2462,ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
5439,ham,Hey i've booked the 2 lessons on sun liao...
694,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
25,ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
3642,ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
3326,ham, what number do u live at? Is it 11?
4676,ham,Wewa is 130. Iriver 255. All 128 mb.
2203,ham,soon you will have the real thing princess! Do i make you wet? :)
883,ham,Dude we should go sup again
3886,ham,Cab is available.they pick up and drop at door steps.
3694,ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
4991,ham,I'm hungry buy smth home...
4889,ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
4868,ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
3695,ham,I am in tirupur.  call you da.
5296,ham,Are u coming to the funeral home
1409,ham,Where at were hungry too
3628,ham,Should I head straight there or what
1211,ham,Ok then i will come to ur home after half an hour
4981,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
4087,ham,He needs to stop going to bed and make with the fucking dealing
863,ham,Did u find out what time the bus is at coz i need to sort some stuff out.
4688,ham,"Didn't try, g and I decided not to head out"
4564,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
2258,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
5224,ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
3221,ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
2933,ham,Yup n her fren lor. I'm meeting my fren at 730.
789,ham,Gud mrng dear hav a nice day
3188,ham,X2  &lt;#&gt; . Are you going to get that
623,ham,"sorry, no, have got few things to do. may be in pub later."
4419,ham,Ok i msg u b4 i leave my house.
115,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
336,ham,Cool. So how come you havent been wined and dined before?
5199,ham,Ugh my leg hurts. Musta overdid it on mon.
5458,ham,"Sorry, I'll call later"
4055,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
2328,ham,That day you asked about anand number. Why:-)
4337,ham,Yes when is the appt again?
1945,ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
536,ham,"Probably gonna be here for a while, see you later tonight &lt;)"
837,ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
1493,ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
4827,ham,Lol no. Just trying to make your day a little more interesting
4317,ham,S...i will take mokka players only:)
3072,ham,Somebody should go to andros and steal ice
967,ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
2659,ham,Ok...
2726,ham,No i am not having not any movies in my laptop
4482,ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
4250,ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
4973,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
1991,ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
2163,ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
2712,ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
3827,ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
511,ham,Prabha..i'm soryda..realy..frm heart i'm sory
1749,ham,DO NOT B LATE LOVE MUM
956,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
3624,ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
2284,ham,"Velly good, yes please!"
57,ham,"Sorry, I'll call later in meeting."
3159,ham,How much did ur hdd casing cost.
4453,ham,I'm home. Ard wat time will u reach?
5546,ham,Ic. There are a lotta childporn cars then.
317,ham,"Not really dude, have no friends i'm afraid :("
566,ham,Oooh bed ridden ey? What are YOU thinking of?
4892,ham,Send me the new number
5354,ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
2269,ham,Haha i think i did too
4779,ham,Sen told that he is going to join his uncle finance in cbe
5459,ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
1706,ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
5049,ham,I will vote for wherever my heart guides me
5288,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
2494,ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
3320,ham,Yo im right by yo work
3874,ham,Okie but i scared u say i fat... Then u dun wan me already...
3552,ham,Din i tell u jus now 420
1337,ham,Then she buying today? ÌÏ no need to c meh...
959,ham,Where @
3678,ham,Stupid.its not possible
3509,ham,I just saw ron burgundy captaining a party boat so yeah
2748,ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
4639,ham,Do you hide anythiing or keeping distance from me
5198,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
1556,ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
3433,ham,Sending you greetings of joy and happiness. Do have a gr8 evening
1033,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
3405,ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
4310,ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
3398,ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
5144,ham,I'm in office now da:)where are you?
2605,ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"""""
2107,ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
785,ham,"She was supposed to be but couldn't make it, she's still in town though"
2198,ham,I'm in a movie. Call me 4 wat?
2162,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
4549,ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"""""
1231,ham,have got * few things to do. may be in * pub later.
4412,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
3852,ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
1178,ham,"I'm outside islands, head towards hard rock and you'll run into me"
3747,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
4522,ham,Actually I decided I was too hungry so I haven't left yet :V
3737,ham,We stopped to get ice cream and will go back after
4399,ham,Juz go google n search 4 qet...
4490,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
5403,ham,So gd got free ice cream... I oso wan...
532,ham,Gudnite....tc...practice going on
2486,ham,I dont thnk its a wrong calling between us
4373,ham,K and you're sure I don't have to have consent forms to do it :V
829,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
2843,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
3900,ham,That depends. How would you like to be treated? :)
1610,ham,I'll probably be around mu a lot
2880,ham,Printer is cool. I mean groovy. Wine is groovying
5220,ham,I have to take exam with in march 3
377,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
648,ham,No prob. I will send to your email.
1797,ham,Can i get your opinion on something first?
844,ham,K.k:)when are you going?
3289,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
1898,ham,Wat would u like 4 ur birthday?
902,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
3244,ham,"Its ok, if anybody asks abt me, u tel them..:-P"
305,ham,Yup... From what i remb... I think should be can book... 
191,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
4997,ham,Can you talk with me..
2194,ham,Hi my email address has changed now it is 
3589,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
23,ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
3225,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
1442,ham,"Its ok., i just askd did u knw tht no?"
2110,ham,Do we have any spare power supplies
1951,ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
1742,ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
3350,ham,At what time are you coming.
3987,ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
4583,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
847,ham,I am in office:)whats the matter..msg me now.i will call you at break:).
3267,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
1767,ham,"K, want us to come by now?"
1934,ham,Hope you are having a great day.
2125,ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
1308,ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.
1425,ham,I'll be at mu in like  &lt;#&gt;  seconds
2838,ham,"Easy mate, * guess the quick drink was bit ambitious."
3586,ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
3061,ham,Fine. Do you remember me.
1201,ham,I know she called me
1032,ham,HAPPY NEW YEAR MY NO.1 MAN
1282,ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
2413,ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
371,ham,I will spoil you in bed as well :)
3211,ham,We got a divorce. Lol. She.s here
1946,ham,Hey we can go jazz power yoga hip hop kb and yogasana 
2576,ham,In sch but neva mind u eat 1st lor..
2386,ham,No message..no responce..what happend?
3117,ham,R u saying i should re order the slippers cos i had to pay for returning it.
2209,ham,"Hmm well, night night "
430,ham,At home watching tv lor.
4791,ham,Gd luck 4 ur exams :-)
1940,ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
3595,ham,Good morning princess! Happy New Year!
5351,ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
3175,ham,Havent still waitin as usual... ÌÏ come back sch oredi?
2896,ham,ÌÏ collecting ur laptop then going to configure da settings izzit?
1478,ham,I think its far more than that but find out. Check google maps for a place from your dorm.
1752,ham,Give one miss from that number please
5096,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
4611,ham,Sorry da. I gone mad so many pending works what to do.
5513,ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
4481,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
553,ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
3810,ham,Excellent! Wish we were together right now!
4189,ham,"Sorry, I'll call later"
4986,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
1846,ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
2109,ham,Lara said she can loan me  &lt;#&gt; .
574,ham,Nope i waiting in sch 4 daddy... 
4933,ham,Hey do you want anything to buy:)
2752,ham,Sat right? Okay thanks... 
1158,ham,Hey! There's veggie pizza... :/
1640,ham,"Alright, we're all set here, text the man"
2051,ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
4642,ham,Sorry i din lock my keypad.
4462,ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
176,ham,U still going to the mall?
3213,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
3964,ham,Love you aathi..love u lot..
2196,ham,"Not much, just some textin'. How bout you?"
795,ham,it's really getting me down just hanging around.
2596,ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
